업체명,품명,Au도금사양,Ni도금사양,재질,
D.A.K KOREA,Ni 무광,,Ni 1.5~2.5㎛ ,Bronze,
세종에이앤에스,0.15*35,,Ni 3.0㎛~ (반광),304 1/2H,
세종에이앤에스,0.2*26,,Ni 1.0㎛ ~,SUS 316L BA,
세종에이앤에스,0.2*108,,Ni 1.0㎛ ~,SUS 316L BA,
세종에이앤에스,0.2*112,,Ni 1.0㎛ Min,AL,
세종에이앤에스,0.6*28,,Ni 1.5㎛ ~,AL,
세종에이앤에스,0.8*28,,Ni 2.0㎛ ~,AL,
세종에이앤에스,0.146*44,,Ni 1.5㎛ ~ 3.0㎛,AL A5052-H32,
세종에이앤에스,0.3*125,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.116*57,,Ni 1.5㎛ ~ 3.0㎛,AL A5052-H32,
세종에이앤에스,0.116*57,,Ni 1.5㎛ ~,AL A3003-0,
세종에이앤에스,0.12*88,,Ni 1.0~3.0㎛ ,Cu,
세종에이앤에스,0.12*44,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.12*46,,Ni 1.0~3.0㎛ ,Cu,
세종에이앤에스,0.12*57,,Ni 1.2㎛~,AL,
세종에이앤에스,0.12*142,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.12*148,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.12*187,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.12*190,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*45,,Ni 1.2㎛~,AL,
세종에이앤에스,0.15*85,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*89,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*98,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*102,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*105,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*107,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*120,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*129,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*131,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*132,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*133,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*141,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*145,,Ni 3.0㎛ ~,Cu,
세종에이앤에스,0.15*145,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*150,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*159,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*167,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*168,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*170,,Ni 1.5~3.0㎛ ,Cu,
세종에이앤에스,0.15*171,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*175,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*179,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.15*187,,Ni 1.0~2.0㎛ ,Cu,
세종에이앤에스,0.1*97,,Ni 1.0~3.0㎛ ,Cu,
세종에이앤에스,0.1*52,,Ni 1.5㎛ ~,Cu,
세종에이앤에스,0.1*170,,Ni 1.0~3.0㎛ ,Cu,
세종에이앤에스,0.1*190,,Ni 1.0~2.0㎛ ,Cu,
신화아이티,0.2*21.5,,Ni 1.0㎛ ~2.0㎛ ,AL,
에스코넥,0.2*26,,Ni 1.5㎛ ~,S316L BA,
에스코넥,0.2*65,,Ni 1.5㎛ ~,S316L BA,
신흥 SEC,0.08*4,,Ni 2.0㎛ ~2.8㎛ ,Cu,
신흥 SEC,0.08*6,,Ni 1.5㎛ ~,Cu,
신흥 SEC,0.1*6,,Ni 2.0㎛ ~3.0㎛ ,Cu,
신흥 SEC,0.29*26,,Ni 1.5㎛ ~,Cu,
신흥 SEC,0.3*26,,Ni 1.5㎛ ~,Cu,
신흥 SEC,0.35*26,,Ni 1.5㎛ ~,AL,
신흥 SEC,0.4*26,,Ni 1.5㎛ ~,AL,
신흥 SEC,0.45*26,,Ni 1.5㎛ ~,AL,
신흥 SEC,0.4*30,,Ni 1.5㎛ ~,AL,
신흥 SEC,0.5*30,,Ni 1.5㎛ ~,AL,
신흥 SEC,0.6*30,,Ni 1.5㎛ ~,AL,
신흥 SEC,0.2*176,,Ni 1.5㎛ ~,SUS,
신흥 SEC,0.2*204,,Ni 0.8~2.0㎛ ,SUS,
신흥 SEC,0.6*100,,Ni 1.5㎛ ~,AL,
㈜ 넵텍,0.2*148,,Ni 1.5㎛ ~,316L BA,
㈜ 넵텍,0.4*35,,Ni 1.0~3.0㎛ ,AL,
㈜ 넵텍,0.4*35,Sn 2.0㎛ ~,Ni 1.0㎛ ~,AL,
코엔,0.15*18,Au 0.04㎛ Min,Ni 1.2~㎛ ,AL,
우선기업,0.05*65,,Ni 2.0~6.0㎛ ,301 EH,
우선기업,0.08*80,,Ni 0.3~1.5㎛ ,S 316L-H,
우선기업,0.08*80,,Ni 1.0㎛ ~,C7701 EH 단면H/L,
우선기업,0.08*165,,Ni 0.5㎛ ~1.5㎛ ,316LH H/L단면,
우선기업,0.15*20,,Ni 1.0㎛ ~,S304H 단면H/L,
우선기업,0.15*25,,Ni 1.0㎛ ~,S304H 단면H/L,
우선기업,0.15*45,,Ni 1.0㎛ ~,S304 H,
우선기업,0.15*48,,Ni 1.0㎛ ~,SUS 304 3/4,
우선기업,0.15*55,,Ni 1.0㎛ ~,S316L H 단면H/L,
우선기업,0.15*56,,Ni 1.0㎛ ~,S316L H 단면H/L,
우선기업,0.15*57,,Ni 1.0㎛ ~,S304H 양면H/L,
우선기업,0.15*58,,Ni 1.0㎛ ~,304H H/L,
우선기업,0.15*60,,Ni 0.5㎛ ~1.5㎛ ,STS316L 단면H/L,
우선기업,0.15*75,,Ni 1.0㎛ ~,C7035 양면 H/L,
우선기업,0.15*75,,Ni 1.0㎛ ~,C7035 (TM06),
우선기업,0.15*80,,Ni 1.0㎛ ~,S316L HN H/L,
우선기업,0.15*93,,Ni 1.0㎛ ~,316LH H/L단면,
우선기업,0.15*100,,Ni 1.0㎛ ~,316LH H/L단면,
우선기업,0.15*101,,Ni 1.0㎛ ~,SUS 304 3/4,
우선기업,0.15*103,,Ni 1.0㎛ ~,S316L H 단면H/L,
우선기업,0.15*105,,Ni 1.0㎛ ~,S316LH,
우선기업,0.15*108,,Ni 1.0㎛ ~,SUS 304 3/4,
우선기업,0.15*110,,Ni 0.5㎛ ~1.5㎛ ,S316L H 단면H/L,
우선기업,0.15*130,,Ni 1.0㎛~,STS 316L(AR)(FH),
우선기업,0.15*131,,Ni 1.0㎛ ~,SUS 304 3/4,
우선기업,0.15*132,,Ni 1.0㎛ ~,S316LH,
우선기업,0.15*132,,Ni 1.0㎛ ~,S316LH 단면H/L,
우선기업,0.15*139,,Ni 1.0㎛ ~,S316LH 단면H/L,
우선기업,0.15*141,,Ni 1.0㎛ ~,STS 316LH,
우선기업,0.15*148,,Ni 1.0㎛ ~,SUS 304 3/4,
우선기업,0.15*149,,Ni 2.0㎛ ~,S304H 양면H/L,
우선기업,0.15*150,,Ni 1.0㎛ ~,S316LH,
우선기업,0.15*150,,Ni 1.0㎛ ~,S316LH 단면H/L,
우선기업,0.15*154,,Ni 1.0㎛ ~,SUS 304 3/4,
우선기업,0.15*157,,Ni 1.0㎛ ~,S316L (TA),
우선기업,0.15*157,,Ni 1.0㎛ ~,S316 LH,
우선기업,0.15*158,,Ni 0.5㎛ ~1.5㎛ ,S316LH 단면H/L,
우선기업,0.15*159,,Ni 1.0㎛ ~,S316LH ,
우선기업,0.15*165,,Ni 0.5㎛ ~1.5㎛ ,S316 LH,
우선기업,0.15*164,,Ni 0.5㎛ ~1.5㎛ ,S316LH 단면H/L,
우선기업,0.15*174,,Ni 1.0㎛ ~,S316LH ,
우선기업,0.15*174,,Ni 0.5㎛ ~1.5㎛ ,S316LH 단면H/L,
우선기업,0.15*174(단면H/L),,Ni 0.5㎛ ~1.5㎛,S316LH 단면H/L,
우선기업,0.15*175,,Ni 1.0㎛ ~,316 LH,
우선기업,0.15*164,,Ni 0.3㎛ ~1.5㎛,S304H 단면H/L,
우선기업,0.1*16 B/K,,Ni 0.5㎛ ~1.5㎛ ,C7701 1/2 H,
우선기업,0.1*35,,Ni 1.0㎛ ~,S304H 단면H/L,
우선기업,0.1*44,,Ni 1.0㎛ ~,S304H 양면H/L,
우선기업,0.1*45,,Ni 1.0㎛ ~,S304H 양면H/L,
우선기업,0.1*58,,Ni 1.0㎛ ~,S304H ,
우선기업,0.1*25,,Ni 1.0㎛ ~,S316L H,
우선기업,0.1*20,,Ni 2.0㎛ ~5.0㎛ ,S304H 양면H/L,
우선기업,0.1*58,,Ni 1.0㎛ ~,S304 H,
우선기업,0.1*76 ,,Ni 2.0㎛ ~6.0㎛ ,S430 H,
우선기업,0.1*80,,Ni 0.5㎛ ~1.5㎛ ,S304H 단면H/L,
우선기업,0.1*80 ,,Ni 0.5㎛ ~1.5㎛ ,S304H 양면H/L,
우선기업,0.1*86,,Ni 2.0㎛ ~6.0㎛ ,S 316 3/4 H,
우선기업,0.1*91,,Ni 1.2㎛ ~1.8㎛,S316L 1/2H 단면H/L,
우선기업,0.1*100,,Ni 1.0㎛ ~,S316LH 단면H/L,
우선기업,0.1*102,,Ni 1.0㎛ ~,S316LH 단면H/L,
우선기업,0.1*103,,Ni 1.0㎛ ~,S316LH 단면H/L,
우선기업,0.1*104,,Ni 2.0㎛ ~,S430 H,
우선기업,0.1*130,,Ni 2.0㎛ ~6.0㎛,S316L H,
우선기업,0.1*132,,Ni 1.0㎛ ~,S316L H,
